Unnamed: 0,Job Title,Job Description
1755,Full Stack Developer,l3 comcept located rockwall texas 30 minute heart downtown dallas result driven organization focused innovation delivery quality product service customer experiencing rapid growth increasing market share full stack web developer seeking opportunity work small cross-functional team provides career advancement potential challenging rewarding agile development environment direct business revenue impact ? read ! day day responsibility include limited designing developing documenting testing debugging software system multi-tier solution including web front-end services/database back-end position provide challenging opportunity develop contemporary web ui providing situational awareness gi context variety consumer team work fast moving always interested best technical solution always open new idea make product better customer qualification required skill qualification u.s citizenship ability obtain maintain dod security clearance bachelor â degree computer science engineering physic mathematics related degree may considered must 7 year related software development experience solid knowledge applying object oriented design analysis concept solid knowledge one following language c java javascript react j angular j working knowledge interacting building rest and/or soap apis familiarity/practical experience version control concept exposure interest distributed version control system mecurial git exposure sql dbms management implementation want learn exposure agile software development methodology scrum want learn excellent verbal written active listening communication skill ability solve problem collaboratively desired skill qualification master â degree computer science engineering physic mathematics candidate needed qualification contacted information candidate must able obtain/maintain dod clearance requires u.s citizenship must able pas additional security background check required u l3 technology comcept specializes isr sensor networking data processing visualization advanced analytics antenna system currently experiencing rapid growth increasing market share give u ability provide excellent career advancement potential offer candidate highly competitive base salary benefit package includes medical dental vision 401 k matching tuition reimbursement eligibility work 9/80 schedule mean could every friday generous vacation policy l3 technology equal opportunity employer minority / females/ veterans/ individual disabilities/ sexual orientation/ gender identity maintain drug-free workplace perform pre-employment substance abuse testing background check u security clearance required none schedule full-time shift day - 1st travel yes 10 time organization division - comcept-20000033 job level individual contributor job posting aug 9 2018 11:00:42 pm job engineering-hardware/software
1756,DevOps Engineer,"At Fortanix, we are redefining cloud security. We are seeking DevOps engineers to build, maintain, and improve our production infrastructure and development tools. The DevOps Team has wide-ranging impact at Fortanix: we ensure that all Fortanix Engineers can reliably, efficiently, and safely deliver our product to customers; we measure, monitor, and automate whenever and whatever we can; we continually look for ways to improve ourselves and our tools.

You will:
Contribute to a friendly and helpful company culture
Build and maintain automation to improve the efficiency of all Fortanix engineers
Define the production metrics we should track, and ensure weâre monitoring them.
Participate in on-call rotation
Contribute to defining security best-practices, and ensuring our infrastructure adheres to them
Write and deploy code, and continue to find ways to make it easier for your peers to do the same.

Requirements

You are someone who:
Exhibits uncompromising integrity
Pays attention to detail
Thinks critically about complex technical problems
Can work independently, while also being an effective member of a team
Is interested in continual learning and improvement
You have:
7+ years of software engineering experience, preferably in a DevOps-related role
Proficiency in a scripting language, such as Python, Ruby, Perl, or Bash
An understanding of networking protocols, such as IP, DNS, TCP, TLS
Experience with Linux administration
Experience two or more CSPs (Azure, AWS, GCP, Alibaba Cloud, IBM cloud, Oracle cloud etc)
Experience with two or mode suits of VMware (vSphere, vCenter, vSAN), vCloud Director, vRealize, Tanzu etc
Orchestration frameworks like Kubernetes, OpenShift
Configuration and provisioning management tools like Chef, Ansible, and Puppet
Monitoring tools such as Sensu, Prometheus, Nagios or similar* Continuous integration systems like Jenkins and Travis

Benefits

Free catered lunch every day
Friendly culture that brings the best out of everybody"
1760,Machine Learning,"Job Location

Mountain View, California or Pune, India

Role and Responsibilities
Engineering core machine learning capabilities in our IoT platform by building tools and high-performance infrastructure for running ML models at the edge.
Creating supervised and semi-supervised ML models for the platform.
Core Qualifications

Candidates must meet ALL of the following qualifications.

Experience in Agile software development with strong programming experience in C++ or Python.
Experience in building and using high-speed data processing infrastructure and tools.
Have used or developed high performance C++ packages (e.g. LAPACK, BLAS, YOLO etc.)
Some experience with real-time stream processing data systems.
Training in data mining or statistics, enough to understand the context of developing software to be used by data scientists.
Algorithm experience in the families of predictive algorithms (regression, neural nets, decision trees) and clustering algorithms (k-means or other).
Bonus Qualifications

Any of the following extra qualifications will make a candidate more competitive.

Strong experience with C++ development and high-performance computing.
Cython programming or written python wrapper for C++.
Experience developing Machine Learning software infrastructure, algorithms and libraries.
Training or experience in Deep Learning, such as Keras, TensorFlow, convolutional neural networks (CNN) or Long Short Term Memory (LSTM) neural network.
Experience with PMML or PFA or TFR is of interest (see www.DMG.org).
How To Apply
To apply, submit resume and cover letter to HR at jobs@foghorn.io.
Indicate how you meet core and bonus qualifications including two to four detailed paragraphs of three data mining projects you have deployed."
1761,Machine Learning,"Key Requirements of the Role:
Bachelor's degree in a quantitative or related field
MS/PhD in a quantitative discipline such as Statistics, Physics, Economics, Applied Math, Computer Science, Operations Research, or Computational Sciences, with coursework and projects in machine learning and data analysis
3+ years of related experience
Strong understanding of advanced data mining techniques, curating, processing and transforming data to produce sound datasets.
Strong understanding of the Machine Learning lifecycle - feature engineering, training, validation, scaling, deployment, scoring, monitoring, and feedback loop
Experience in analyzing complex problems and translating it into an analytical approach.
Experience in Supervised and Unsupervised Machine Learning including Classification, Forecasting, Anomaly detection, Pattern detection, Text Mining, using variety of techniques such as Decision trees, Time Series Analysis, Bagging and Boosting algorithms, Neural Networks, Deep Learning.
Experience with analytical programming languages, tools and libraries (Python ecosystem preferred, but R will be considered)
Experience in SQL and relational databases and Big Data technologies e.g. Spark/Hadoop/H2O
Good understanding of programming best practices and building for re-use
Fostering a collaborative and inclusive environment that supports growth and development
Proven ability to work in an extremely fast paced environment, meet deadlines, and perform at high standards with limited supervision.JPMorgan Chase & Co., one of the oldest financial institutions, offers innovative financial solutions to millions of consumers, small businesses and many of the world's most prominent corporate, institutional and government clients under the J.P. Morgan and Chase brands. Our history spans over 200 years and today we are a leader in investment banking, consumer and small business banking, commercial banking, financial transaction processing and asset management.
We recognize that our people are our strength and the diverse talents they bring to our global workforce are directly linked to our success. We are an equal opportunity employer and place a high value on diversity and inclusion at our company. We do not discriminate on the basis of any protected attribute, including race, religion, color, national origin, gender, sexual orientation, gender identity, gender expression, age, marital or veteran status, pregnancy or disability, or any other basis protected under applicable law. In accordance with applicable law, we make reasonable accommodations for applicants' and employees' religious practices and beliefs, as well as any mental health or physical disability needs."
1763,Java Developer,"Overview:

Company Overview:
Hunter Engineering Company, a global leader in the development and manufacturing of computer-based automotive service equipment, is seeking an experienced Web Applications Developer to join our team. Founded in 1946, Hunter has a history of product ingenuity and growth and has been a worldwide market leader for decades. Our computer-based products set the quality and technological standard in the industry. Hunter Engineering Company offers state-of-the-art automotive service equipment such as wheel alignment systems, wheel balancers, tire changers, lift racks, and brake testers.

We are seeking a motivated web applications developer to design, code and debug web applications that provide access to corporate databases. Primary focus is on web development. The developer will be involved in all aspects of the development process. Projects consist of custom web applications for external and internal use.

Responsibilities:

Design, code and debug web applications that provide access to corporate databases.
Primary focus is on web development.
The developer will be involved in all aspects of the development process.
Projects consist of custom web applications for external and internal use.

Qualifications:

EDUCATION LEVEL REQUIRED:

Bachelorâs Degree in Computer Science or related field or equivalent combination of education and experience required.

QUALIFICATIONS AND EXPERIENCE REQUIRED:

2+ Years of Java Script
C#, ASP.NET, or Java development skills
Knowledge of SQL 2008+, relational database design, stored procedures
AJAX authoring, web services, and Java Script/jQuery
Web programming experience
Excellent problem solving skills
Strong interest in emerging web technologies
Excellent oral and written communication skills"
1765,Software Engineer,"Ellie Mae is the leading cloud-based platform provider for the mortgage finance industry. Ellie Maeâs technology solutions enable lenders to originate more loans, reduce origination costs, and reduce the time to close, all while ensuring the highest levels of compliance, quality and efficiency. Visit âª EllieMae.com to learn more.

Job Description:
We are looking for a Senior Data Scientist that will help us discover the information hidden in vast amounts of data and documents and help us make smarter decisions to deliver even better products. You will have strong Deep Learning and Python programming skills.
Your primary focus will be in applying computer vision and NLP techniques on large number of documents, doing statistical analysis, and building high quality prediction systems integrated with our products. In that role, you will work closely with product management as well as application development teams.
Responsibilities & Objectives
Â· Participate in discovery processes collaborating with key stakeholders to identify business requirements and expected outcomes.
Â· Develop Neural Network models for information extraction from mortgage documents using Computer Vision and NLP techniques.
Â· Perform ad-hoc analysis and present results in a clear manner to a wide audience and key stake holders.
Â· Design experiments, test hypotheses, and build models. Conduct advanced data analysis and highly complex designs algorithm.
Â· Apply advanced statistical, predictive and machine learning modeling techniques to build, maintain, and improve on multiple real-time decision systems.
Â· Collaborate with development teams on deploying models to production environment to support ML-driven product features.
Â· Define business-specific performance metrics to measure model effectiveness. Monitor and improve metrics over time for models used in production environment.
Qualifications and Skills
Â· M.Sc. in mathematics, statistics or M.S./M.E./M.Tech. in computer science or related field; Ph.D. degree preferred.
Â· Overall experience of 7-9 years in software development and 3 + years of relevant quantitative and qualitative research and analytics experience using image processing and computer vision.
Â· Great communication skills and ability to convey complex topics to a cross-functional audience.
Â· Experience in building production-grade Neural Network models using CV or NLP techniques.
Â· Excellent understanding of machine learning techniques and algorithms, such as k-NN, Naive Bayes, SVM, Decision Forests, Neural Networks, etc.
Â· Experience with Deep Learning frameworks, such as TensorFlow, PyTorch, MxNet.
Â· Experience with common data science toolkits, such as Sklearn, NumPy and MLib. Excellence in at least one of these is highly desirable.
Â· Good applied statistics skills, such as distributions, statistical testing, and regression.
Â· Hands on with query languages such as SQL, Hive, Pig and NoSQL databases.
Â· Hands on with Bigdata, Python and PySpark
Â· Experience in Databricks environment and OCR based library -Tesseract / Nuance / AWS Textract will be an added advantage.
Ellie Mae is an equal opportunity and affirmative action employer. Women, minorities, people with disabilities, and veterans are encouraged to apply.

We do not accept resumes from headhunters, placement agencies, or other suppliers that have not signed a formal agreement with us."
1766,JavaScript Developer,"Requisition ID: 271666
Work Area: Software-Design and Development
Expected Travel: 0 - 10%
Career Status: Professional
Employment Type: Regular Full Time

COMPANY DESCRIPTION

SAP started in 1972 as a team of five colleagues with a desire to do something new. Together, they changed enterprise software and reinvented how business was done. Today, as a market leader in enterprise application software, we remain true to our roots. Thatâs why we engineer solutions to fuel innovation, foster equality and spread opportunity for our employees and customers across borders and cultures.

SAP values the entrepreneurial spirit, fostering creativity and building lasting relationships with our employees. We know that a diverse and inclusive workforce keeps us competitive and provides opportunities for all. We believe that together we can transform industries, grow economics, lift up societies and sustain our environment. Because itâs the best-run businesses that make the world run better and improve peopleâs lives.

About the team
We are the SAP S/4HANA Sustainability team and are part of the Product Engineering organization at SAP. We work on innovative cloud applications. Our applications are productively used by customers, powered by state-of-the-art technologies, and provide cloud qualities such as elastic scaling and high availability.
Addressing climate change and sustainability has moved to the top of priorities for many companies. A new sustainability solution by SAP will enable our customers to address this global and urgent issue. The solution shall help them assess, analyze, and act on the CO2 footprint of their products and operations, on their journey towards a sustainable, low-carbon economy.
As part of the sustainability project the SAP S/4HANA Sustainability team develops cloud native applications and services to support our customers in understanding and acting on their sustainability impact in all relevant business processes. The sustainability framework will be seamlessly integrated with all major SAP offerings like SAP S/4HANA, SAP Ariba, and others.

Climate 21 is a new project currently in concept and technical design phase. The overall project team will be based out of multiple locations in India and Germany. The teams in India will have full ownership of certain key topics.
For this team in Bangalore, we are looking for Senior Developer candidates, with the following expectations and tasks:

â¢ You contribute to the success of our customers by working in a team that implements a completely new sustainability framework based on latest Cloud native technologies.
â¢ You participate in technical design discussions and feel empowered to bring your expertise into the discussions.
â¢ You are eager to make a lasting impact by developing Cloud applications that help customers embed sustainability into daily business processes.
â¢ You work together with a team in an agile process. We expect you to collaborate strongly as well as to be able to work individually.
â¢ You are excited to learn about new technologies and evaluate how they can help in the context of our applications.
â¢ You lead by example and train other members of the team on technical and functional topics.
â¢ Our customers trust us to deliver products they can use for business-critical processes. You always keep quality in mind and automated testing and DevOps principles come naturally to you.
Role Requirements
â¢ Excellent knowledge of Java, JavaScript, NodeJS or other modern programming languages
â¢ Advanced experience with object-oriented programming, common data structures and algorithms
â¢ Experience with debugging and automated testing (unit, integration and end-to-end tests)
â¢ Experience with agile software development processes (Kanban, XP, Scrum)
â¢ Good degree in computer science, software engineering or a related field (Bachelor / Master)
â¢ Fluent in English (written and verbal), able to clearly communicate ideas and concepts to stakeholders
What we consider beneficial:
â¢ Understanding of modern cloud application development and distributed systems (e.g. with Kubernetes, microservices, Serverless)
â¢ Experience with DevOps, continuous integration and delivery
â¢ Experience with operating cloud applications in production
â¢ Experience in the SAP ecosystem such as knowledge of SAP products and technologies, such as SAP S/4HANA, OData, or SAP HANA.
â¢ Experience with SAP Analytics Cloud
â¢ Experience with agile set ups and scrum master responsibility
Work Experience
â¢ We are looking for candidates with Six to Ten years of professional experience.
Location: Bangalore, India
Expected travel :0-10 %

WHAT YOU GET FROM US

Success is what you make it. At SAP, we help you make it your own. A career at SAP can open many doors for you. If youâre searching for a company thatâs dedicated to your ideas and individual growth, recognizes you for your unique contributions, fills you with a strong sense of purpose, and provides a fun, flexible and inclusive work environment â apply now.

SAP'S DIVERSITY COMMITMENT
To harness the power of innovation, SAP invests in the development of its diverse employees. We aspire to leverage the qualities and appreciate the unique competencies that each person brings to the company.

SAP is committed to the principles of Equal Employment Opportunity and to providing reasonable accommodations to applicants with physical and/or mental disabilities. If you are in need of accommodation or special assistance to navigate our website or to complete your application, please send an e-mail with your request to Recruiting Operations Team (Americas: Careers.NorthAmerica@sap.com or Careers.LatinAmerica@sap.com, APJ: Careers.APJ@sap.com, EMEA: Careers@sap.com).

Successful candidates might be required to undergo a background verification with an external vendor.

Additional Locations:"
1767,Java Developer,"Urgent opening interview for a client on Software Developer - Java /J2EE - PIM
Have to work 5 working days
i.e: Monday to Friday or as needed but 45 hours per week is compulsory
We are looking for 4-5 years of exp required.
Job Description in Brief as follows:
Bring expertise on Java /Java2EE platform and be responsible for supporting delivery teams through design and build in the capacity of a developer on Digital Commerce projects.
Responsibilities are:
Design and Develop application in digital commerce space
Ensure a timely delivery by developing using the best coding practices & in-house agile process
Ensure timely communication with project managers to ensure successful delivery and internal operational efficiency
Adherence to organizational policies with respect to conduct as a responsible team player
Mentor team members as required. Review design and code as required.
Requirements for technical skills are:
Full life cycle J2EE solution implementation from conceptualization, requirements, design, and specification through development (coding), integration testing, deployment, and follow-up support.
Exp in java(Core Java) with a data bent.
Proficient in Java, with a good knowledge of its ecosystems
Solid understanding of object-oriented programming
Familiar with various design and architectural patterns
Skill for writing reusable Java libraries and Proficient understanding of code versioning tools, such as Git and Having a background on Infa/Stibo PIM is an added.
Personal Traits are:
Strong Verbal and Written communication skills, such as meeting, presentation, and documentation
Ability to work in a fast-paced agile environment independently with a team located in multiple locations utilizing all the approved communication tools will be helpful.
Team player who can collaborate with the team in project activities to ensure successful delivery
Education Qualification
UG: B. Tech / B.E. â Computers OR PG: MCA / M. Tech
Send your updated resumes on my mail asap.
Job Type: Full-time
Salary: Up to â¹800,000.00 per year
Schedule:
Day shift
Monday to Friday
Supplemental Pay:
Yearly bonus
Experience:
total work: 5 years (Preferred)
conceptualization, development, deployment: 4 years (Preferred)
Agile: 3 years (Preferred)
Core Java: 4 years (Preferred)
Infa/Stibo PIM: 4 years (Preferred)
Java, J2ee: 5 years (Preferred)
Education:
Master's (Preferred)
Licence:
Java SE 7 Programmer (Preferred)
Work Remotely:
Yes"
1771,Database Administrator,general summary \ -- -- -- -- -- -- -- -- -- - provider enrollment database specialist responsible day day operation provider enrollment network provider enrollment consists following established process health plan lcos provider ensure proper enrollment credentialing demographic change general health plan issue handled provider enrollment database specialist also responsible maintaining information salesforce database provider enrollment database specialist report provider enrollment database team lead help support account manager lco leadership provider office staff effectively manage enrollment credentialing process communicate status must able work independently well collaborative team setting handle multiple task simultaneously performs duty requiring expert level organization detail follow-up skill ii principal duty essential function facilitate process new provider joining lco using enrollment policy procedure ensure completion payor enrollment requirement access neqca contract facilitate process provider leaving lco using termination policy procedure ensure completion payor termination neqca contract work collaboratively payors facilitate issue resolution enrollment termination requirement assist maintaining accurate lco provider practice payor information provider database depth knowledge salesforce database receiving training assist process physician roster reconciliation various lcos payors needed produce report provider database needed maintain tracking documentation enrollment termination maintain document current inventory neqca payor specific enrollment document requirement continuously monitor enrollment process improvement collaborate manager network operation network database specialist various initiative project maintain collaborative team relationship peer colleague order effectively contribute working group â achievement goal help foster positive work environment perform similar related duty required directed iii job requirement \ -- -- -- -- -- -- -- -- -- -- - working knowledge salesforce knowledge health plan enrollment/termination requirement excellent organizational follow skill excellent communication skill creative thinking problem solving skill ability work well independently also effectively within team high level knowledge microsoft office excel use microsoft outlook american disability statement must able perform essential function position reasonable accommodation disabled
1773,Machine Learning,"Looking for:
Strong background in Machine Learning and Statistics.
Fluency in Python and R programming language.
Good understanding of Relational & Non- Relational database and SQL.
Familiar with Tensor Flow, OpenCV and Tesseract OCR.
1-3 years of relevant experience.
Good communication skills.
Portfolio/Demoable project from previous experience.
Responsbilities:
Work on projects related to healthcare.
Build models and analyze medical data collected from healthcare devices and apps.
Build models and tools for analyzing pills and different medicine images.
Expose this data to mobile and web apps to build feature set.
Job Perks:"
1774,DevOps Engineer,"We are searching for a ""Systems Engineer - Collaboration services"" to join our Corporate IT Operational Team.

The Systems Engineers primary focus is day-to-day operations of Lionbridge servers, networks, and computer systems in Lionbridge's datacenters and global data networks.

You are focused on monitoring of business-critical systems to prevent delays and outages in our high-availability datacenter and networks and finding and resolving irregularities and performance issues. You help coordinate and execute change projects to IT backend system and environments working with other Corporate IT teams.

Experience: 5+ years

What you will do:
Coordinate and implement changes to IT backend system and environments working with other Corporate IT teams.
Perform research and analysis of reported problems and issues, develop and recommend solution
Maintains configuration management tools and processes to support configuration identification, control, reporting, and delivery of IT services/systems.
Involvement in operational planning, creating standard operating procedures and policies.
Must be highly organized and capable of performing multi-tasking in a fast-paced environment and take part in 24\7 work rotations.
To be successful you will have:
Bachelor or Master in IT of Science in Information Systems or its equivalent
Strong verbal and written English communication skills
Broad infrastructure IT experience and competence and specialist knowledge in one of more relevant areas of collaboration services, such as managing configuration of Microsoft technologies such as Sharepoint Online, Skype, Teams, Email services, conference services, ect
Self-motivated with a demonstrated ability to work independently and as part of a team
Knowledge of and experience with automation and scripting tools such as SQL, Python, Powershell ect
Experience with working in a global team across multiple time zones"
1775,Database Administrator,rsm â unique approach develops critical thinking ha built excellence math since 1997 recently featured npr atlantic magazine one player â math revolution â ranked one best school world john hopkins center talented youth rsm help child level build solid math foundation develop critical-thinking problem-solving skill nearly two decade rsm student consistently achieved remarkable score standardized test national international math competition although attaining top test score one benefit program rsm help student level become confident math develop deeper understanding subject russian school mathematics looking hire full part-time office administrator sunnyvale location school operates 3:30 pm 8:30 pm weekday 9:00 6:00 pm weekend primary responsibility position provide exceptional customer service front desk coverage administrative support rsm sunnyvale office school principal incumbent perform wide range administrative general office duty assist special project _responsibilities _ provide exceptional customer service via phone person current prospective client create welcoming environment parent student adherence customer service standard respond client inquiry provide information school operation schedule meeting maintain record update database assist scheduling coordination rsm event parent meeting award ceremony etc assist office supply inventory/ordering preparing expense report school principal office help special project assigned needed _qualifications _ highly organized motivated ability multi-task prioritize dynamic fast paced environment good written verbal communication skill professional phone presentation quick learning skill strong skill word excel minimum associate degree 1-2 year office experience _rsm embrace diversity committed attracting qualified candidate also embrace value diversity inclusivity rsm equal opportunity/affirmative action employer_ _cb_
1776,Django Developer,"Description

Designation: Python Sr. Developer (Python + Django)

Job Location: Gurgaon

Reporting To: V.P. Engineering

Vacancy: 1

Working Days: 5
Experience: 5-8 years

Objective of the position:

Drive new / existing product development initiatives Key Competencies:

â¢ Expert programmer â exceptional skills in frameworks, new solutions development, system design, enhancement and modernization (Must Have: Python, Django, Mysql, Front-end technologies (AngularJS preferred); Preferred: Redis/Memcache)

â¢ Proven project management skills (Preferred: Scrum) including responsibility for delivering to Effort estimations, Schedule Planning, execution and expertise in providing technical solutions.

â¢ Ability to simultaneously work on and manage multiple tasks within the same assignment and prioritize effectively.

â¢ Strong Architecture knowledge and skill â experience of building architecture to build systems that supports business goals. Understanding of various architectural styles.

â¢ Highly motivated individual with ability to thrive in a fast-paced environment.

â¢ Strong interpersonal skills and able to interact effectively within teams, external team (Marketing, Sales, Product), management and partners.

â¢ Strong analytical ability to create innovative solutions, logical and problem-solving approach on complex issues.

â¢ Familiarity with One Code run everywhere (Web/Windows/Mobile etc.). Roles/Responsibilities:

As a development Team Lead you will be responsible for:

â¢ Project and Release management â this will include

â¢ managing end to end delivery of projects, measuring and adhering to defined TATs

â¢ Allocation of resources and people management

â¢ Cross team collaboration (QA, Product, Business) to ensure project implementation

â¢ Create process frameworks â

â¢ To propose solutions by developing documentation, flowcharts, layouts, diagrams, charts, code comments and clear code

â¢ To determine operational feasibility by evaluating analysis, problem definition, requirements, solution development and proposed solutions

â¢ Designing solutions and architecture:

â¢ Convert product specs to tech specs

â¢ Feasibility analysis of products

â¢ Train and coach other team members Academic Qualifications: BE/ B. Tech Experience: 5 years plus. Incumbent should have had prior experience of working on new solutions, technologies, creating architecture. Should have managed a team (at least 10-14 people)"
1777,JavaScript Developer,"Qualys is seeking experienced JavaScript Engineers / Front End Engineer to join our team. As a Front-end Engineer, you'll be tasked with creating modern, intuitive, data-driven interfaces for our multiple web-based SaaS products. Weâre looking for someone who is passionate about front-end technologies and who enjoys the unique responsibility of helping to define the customer experience.

Responsibilities

Coding! You will collaborate with a UI/UX designer and other front-end and middle-tier engineers to design, prototype, and build complex cloud-based security applications. You will assist other developers with integration of UI components with backend logic, interface implementation, and troubleshooting. Of course supporting the existing UI is a must, however, there will be plenty of opportunities to create solutions for advanced functionality while making improvements to existing areas of the application, as well as with new features.

Qualifications

2+ years UI front-end development experience with proficiency in HTML, CSS, and JavaScript.

Excellent understanding of JavaScript, a firm grasp of lexical scoping, closures, and Object-Oriented JavaScript.
Proficient in native JavaScript as well as one or more frameworks such as jQuery, Ext JS, Backbone.js, ReactJS, etc.

Must have a good understanding of the browser DOM.

Ability to bring Photoshop designs to life with near pixel-perfect accuracy.

Proficient with debugging and testing tools to troubleshoot and optimize the UI.

Understanding of front-end security best practices and XSS, CSRF, etc."
1780,Database Administrator,looking meaningful work beautiful bellingham ? professional enjoys working diverse client ? thrive team problem-solving environment ? answered yes question whatcom county interested learning qualification experience system administrator responsible providing technical expertise user support necessary day-to-day operation administration maintenance computer workstation related peripheral application position responsible installing moving maintaining hardware software ; train staff ; oversees consultant ; troubleshoots reported problem equipment software ; make budget projection based departmental need report associate manager visit job description page view detail specific job qualification requires bachelor 's degree computer science information system system engineering related field four 4 year progressively responsible experience directly supporting computer workstation printer mobile device related peripheral software large multi-site organization requires bachelor 's degree field six 6 year progressively responsible experience stated one microsoft certification related whatcom county 's current planned/future computer environment preferred qualification microsoft certification related window desktop operating system microsoft certification related microsoft office two year experience microsoft deployment tool kit and/or microsoft system center configuration manager experience track-it ! help desk software knowledge local government practice procedure background check must meet county criterion security sensitive position includes fingerprinting fbi national database check time hire throughout employment must driving record meet county standard posse valid driver 's license time hire throughout employment must able cross united state canada must pas job related test salary
1782,JavaScript Developer,"Who we are


Cisco is transforming the networking industry. To make this happen, we are heavily investing in team responsible for The Network. Intuitive. We are disrupting the industry by building a new networking platform that can learn, adapt, and secure itself at the speed of todayâs businesses. This Digital Network Architecture platform automates network management and provides our customers with state-of-the-art analytics and insights. This team's innovations span artificial intelligence, machine learning, analytics, IoT, security, automation, and more.

Who You'll Work With


We are looking for software engineering and technology visionaries to join the DNA platform team. This includes building highly reliable and scalable services, and designing innovative full stack technical solutions.

As we build the new network, we need you to bring your new ideas and enthusiasm to jump into opportunities, transforming industries as they emerge and grow. You will collaborate with a creative team to take on some of the toughest challenges in the tech world.

Are you passionate about working on groundbreaking technology with global impact? Are you pumped about making billions of connections happen? Will you be our next hire?

Who You Are


The ideal candidate must enjoy working in a fast-paced dynamic environment with a âtake-chargeâ / âcan-doâ attitude and is able to demonstrate flexibility and resiliency. Successful candidate must be self-sufficient and be able to work with minimal supervision. Work with geographically distributed teams across different time zones.

DNA Platform will be enabling the Network to work with the larger IT Ecosystem, exchanging data seamlessly. You will be building Integration tools and solutions on top of the DNA Platform to enable this interaction. You have experience with building industry leading integration tools, integration components and adapters. You will need to enable integrations to happen at world class scale, through one of the largest enterprise ecosystems in the world.

Your Responsibilities
Responsible for the delivery of an entire software product or part of a project, including design, implementation, testing, integration (in-house) and documentation
Lead mixed, cross-functional and multi-cultural project teams
Monitor, track and communicate project status
Ability to work with Product Management and Solution Management on refining product requirements and creating technical requirements, test cases, design specifications and development tasks
Develop and test software in accordance with requirements, test cases and design documentation
Guarantee the compliances of the QA rules and guidelines
Document developed software applications and tools
Deliver defined parts of a product, including design, implementation, testing, integration (in-house) and documentation
Maintain and fix bugs
Provide 2nd and 3rd level support
Experience in investigating issues in production environments
Provide guidance and best practices to implementation projects
Customer service-oriented attitude, top-notch time management, and quality driven designs
Minimum Qualifications:


Bachelor's degree (or above) in engineering/computer science with an overall work experience of 8+ years.
Strong JS development experience of building web applications using React, Angular or other client side application frameworks.
Expert skills in application / backend engineering, developing REST APIs and micro-services, DB (SQL/NoSQL) persistence.
Solid foundation in data structures, algorithms, and object oriented Design
Expert skills in NodeJS, ES6, Babel, Webpack, React / Angular, Postgres / MongoDB, HTLM, CSS, Jasmine / Mocha / Jest, CodeceptJS
Desired Qualifications:
Familiar with AWS or other Cloud environment
Product engineering experience
Be highly flexible and adaptable and demonstrate passion for product development
Experience with the full web stack performance optimization techniques
Respond to internal customers promptly and competently


Work with Solution and Product Management on Customer Software Solutions

Deliver standard, easy to deploy and configure Customer Software Solutions

Proactively work to develop and maintain good working relationships within the department, company and customers

Prior experience with network domain


Why Cisco

#WeAreCisco, where each person is unique, but we bring our talents to work as a team and make a difference powering an inclusive future for all.

We embrace digital, and help our customers implement change in their digital businesses. Some may think weâre âoldâ (36 years strong) and only about hardware, but weâre also a software company. And a security company. We even invented an intuitive network that adapts, predicts, learns and protects. No other company can do what we do â you canât put us in a box!

But âDigital Transformationâ is an empty buzz phrase without a culture that allows for innovation, creativity, and yes, even failure (if you learn from it.)

Day to day, we focus on the give and take. We give our best, give our egos a break, and give of ourselves (because giving back is built into our DNA.) We take accountability, bold steps, and take difference to heart. Because without diversity of thought and a dedication to equality for all, there is no moving forward.

So, you have colorful hair? Donât care. Tattoos? Show off your ink. Like polka dots? Thatâs cool. Pop culture geek? Many of us are. Passion for technology and world changing? Be you, with us!"
1785,DevOps Engineer,"Jump Trading launched our India office in 2019, expanding our footprint in the dynamic Asia market. Working in the India office has the feel of a small start-up with the benefits of being part of one of the leading quantitative trading firms in the World. As part of the elite Asia team, you will work collaboratively with colleagues of diverse backgrounds, all focused on creating innovative solutions that position the firm for the future.

As a global company, Jump has equipment in over 50 locations worldwide in a variety of facilities ranging from co-location sites to fully self-managed Data Centers. The individual in this role will be part of the team responsible for the implementation of data networks, not only in new locations but expansions and re-models on a global scale. More specifically, this uniquely structured role will manage the deployment of technology equipment throughout the firms Data Center sites.

What you'll do:
Project delivery on infrastructure implementation and optimization for proprietary low latency trading systems
Utilize monitoring tools and take an automated data driven approach to locate, diagnose and resolve infrastructure (Datacenter, Network, Server, Telecom) related issues
Communicate impact of infrastructure related issues to traders, developers and other business resources
Leverage automation skills and take a ""DevOps"" approach to improve efficiency of solving complex infrastructure issues, management, and maintenance of trading applications
Other duties as assigned or needed
Skills you'll need:
Bachelor's Degree (preferably in Information Technology)
Previous experience demonstrating strategic thinking skills and maturity in tackling complex problems, dealing with people, technology and processes
5+ years of experience in infrastructure (Datacenter, Network, Server, Telecom)
Experience in building, supporting, and optimizing large scale global infrastructure environment
Experience planning for space, power, and structure cabling within data center environments.
Experience working with telecommunication providers. Plan, procure, and implement telecommunication circuits
Strong interpersonal skills and excellent communicator
Strong familiarity with project management methodologies, and best practices
Strong knowledge and troubleshooting of IP networking, TCP/ IP
Strong Linux Shell (all utilities) and scripting
Trading industry experience would be highly preferred
RHCE or CCNP certification would be highly preferred
Ability to work well as part of global team in a fast-paced multi-tasking environment. Encourages participation and values collaboration with all team members spread across multiple offices.
Demonstrates good judgment, ability to evaluate short and long term impact, and confidence to select and execute decision when required and take full responsibility for end results
Fast learner, self-starter, independent and able to work under minimum supervision
Reliable and predictable availability"
